IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP24;IP_PROP14;IP_PROP18;IP_PROP19;IP_PROP15;IP_PROP16;IP_PROP35;IP_PROP17;IP_PROP28;IP_PROP25;IP_PROP29;IP_PROP23;IP_PROP32;IP_PROP31;IP_PROP30;IP_PROP45;IP_PROP46;IP_PROP33;IP_PROP34;IC_GROUP0;IC_GROUP1;IC_GROUP2
1610;Мужской браслет из серебра со вставкой с изображением креста;1850;Y;;;/upload/iblock/7f2/7f20fbc3b90b219d5f17e8592c6e996e.jpg;;text;/upload/iblock/a98/a988dfe34cb4e2743974d142cdd3b7a9.jpg;;text;muzhskoy_braslet_iz_serebra_so_vstavkoy_s_izobrazheniem_kresta;500;;489421;;;;Браслеты;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Браслеты
1611;Браслет детский из белого золота с керамикой;1851;Y;;;/upload/iblock/974/9741645d32101b158ee9aa296429e6dc.png;;text;/upload/iblock/011/01139abc8155d16bbeb70dbb7264fb21.png;;text;braslet_detskiy_iz_belogo_zolota_s_keramikoy;500;;000023;;;;Браслеты;Белое золото;3.1100;585;;;;;;;;;;1.0000;3.0000;Ювелирные изделия;Для детей;Браслеты
1611;Браслет детский из белого золота с керамикой;1851;Y;;;/upload/iblock/974/9741645d32101b158ee9aa296429e6dc.png;;text;/upload/iblock/011/01139abc8155d16bbeb70dbb7264fb21.png;;text;braslet_detskiy_iz_belogo_zolota_s_keramikoy;500;;000023;;;;Браслеты;Керамика;3.1100;585;;;;;;;;;;1.0000;3.0000;Ювелирные изделия;Для детей;Браслеты
1623;Мужской браслет из серебра с фианитами;1852;Y;;;/upload/iblock/311/311039b1caa0b23a48b79895b00f4443.jpg;;text;/upload/iblock/192/192c79fa43224d20ed2b7fee2856d791.jpg;;text;muzhskoy_braslet_iz_serebra_s_fianitami;500;;123479;;;;Браслеты;Серебро;3.1900;875;;;;;;;;;;2.0000;7.0000;Ювелирные изделия;Для мужчин;Браслеты
1624;Кольцо детское из золота с изумрудом;1853;Y;;;/upload/iblock/9e7/9e7bed721b56c9f75b580cc080ee8c8e.jpg;;text;/upload/iblock/0a1/0a12131fe72189a0057cc77403e973f2.jpg;;text;koltso_detskoe_iz_zolota_s_izumrudom;500;;000024;;;;Кольца;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Кольца
1633;Зажим для галстука из красного золота с фианитами;1854;Y;;;/upload/iblock/b59/b59ea29f055146629e7ecc8fed634373.jpg;;text;/upload/iblock/17f/17f76e7e710ea6a3ca1cafdee6b1a0ce.jpg;;text;zazhim_dlya_galstuka_iz_krasnogo_zolota_s_fianitami;500;;090046;;;;Зажим для галстука;Красное золото;;585;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Зажимы для галстука
1642;Зажим из красного золота с фианитами;1855;Y;;;/upload/iblock/8d3/8d31a864de51664576014112e6a9f2c4.png;;text;/upload/iblock/4cc/4ccf50cd6ac3a2f2cc1aa5de62c44158.png;;text;zazhim_iz_krasnogo;500;;4433464;;;;Зажим для галстука;Красное золото;3.0200;585;;;;;;;;;;1.0000;2.0000;Ювелирные изделия;Для мужчин;Зажимы для галстука
1644;Зажим из красного золота со вставкой из фианита;1856;Y;;;/upload/iblock/d4b/d4b1f449ac827db1b5b9653c295ee79f.png;;text;/upload/iblock/c18/c18358ac40d562b9b9cb85fc2b882854.png;;text;zazhim_iz_krasnogo_zolota_so_vstavkoy_iz_fianita;500;;4431700;;;да;;;;;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Зажимы для галстука
1645;Кольцо детское из розового и белого золота с топазами;1857;Y;;;/upload/iblock/8ef/8ef7c1dd56c6964638d9716d1dd36e3d.jpg;;text;/upload/iblock/5fc/5fc40165a41070287866da8a008b4ed4.jpg;;text;koltso_detskoe_iz_rozovogo_i_belogo_zolota_s_topazami;500;;000026;да;;;Кольца;Белое золото;3.4800;585;;;;;;;;;;3.0000;14.0000;Ювелирные изделия;Для детей;Кольца
1645;Кольцо детское из розового и белого золота с топазами;1857;Y;;;/upload/iblock/8ef/8ef7c1dd56c6964638d9716d1dd36e3d.jpg;;text;/upload/iblock/5fc/5fc40165a41070287866da8a008b4ed4.jpg;;text;koltso_detskoe_iz_rozovogo_i_belogo_zolota_s_topazami;500;;000026;да;;;Кольца;Розовое золото;3.4800;585;;;;;;;;;;3.0000;14.0000;Ювелирные изделия;Для детей;Кольца
1657;Зажим из красного золота с фианитами;1858;Y;;;/upload/iblock/155/15566a89ad3189bc79d628538fb37973.jpg;;text;/upload/iblock/ad0/ad0d153e30f51994ccf4bb500566f357.jpg;;text;zazhim_iz_krasnogo_zolota_s_fianitami;500;;1310022;;;;Зажим для галстука;Красное золото;;585;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Зажимы для галстука
1658;Кольцо детское из желтого золота с фианитами;1859;Y;;;/upload/iblock/cef/cef7b10cec1521ebc05f3597c13f791a.jpg;;text;/upload/iblock/5e3/5e3edc9cf545241e0640ebb7f8d14804.jpg;;text;koltso_detskoe_iz_zheltogo_zolota_s_fianitami;500;;000027;;;;Кольца;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Кольца
1667;Серебряные запонки с позолотой;1860;Y;;;/upload/iblock/a47/a47e7f05586f89b72ff9ac466a34a03c.jpg;;text;/upload/iblock/0cc/0cccac53a4b9283830d644bb37afcc71.jpg;;text;serebryanye_zaponki_s_pozolotoy;500;;93160002;;;;Запонки;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Запонки
1668;Кольцо детское из серебра с эмалью;1861;Y;;;/upload/iblock/ddf/ddf551235f3af8d509707e9451871bce.jpg;;text;/upload/iblock/ce6/ce68e5e4f00f542018dbaa206a4727d0.jpg;;text;koltso_detskoe_iz_serebra_s_emalyu;500;;000028;;;;Кольца;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Для детей;Кольца
1672;Подвеска детская из желтого золота с жемчугом и фианитами;1862;Y;;;/upload/iblock/3ee/3ee5a701eb234bf860ce63e961ec548c.jpg;;text;/upload/iblock/645/6452d0521a8dcf3c4ddf3402c5a940e5.jpg;;text;podveska_detskaya_iz_zolota_s_zhemchugom_i_fianitami;500;;000029;;;да;Подвески;Желтое золото;3.3000;585;;;;;;;;;;1.0000;5.0000;Ювелирные изделия;Для детей;Подвески
1684;Запонки из красного золота со вставками из эмали;1863;Y;;;/upload/iblock/d84/d840d86050517715616b8f8ba1f798a9.jpg;;text;/upload/iblock/734/734b38f0e230e2e0c88539799f17f186.jpg;;text;zaponki_iz_krasnogo_zolota_so_vstavkami_iz_emali;500;;120000;;;;Запонки;Красное золото;;585;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Запонки
1686;Запонки из красного золота;1864;Y;;;/upload/iblock/698/69879b3f71b4f3ba29c714061acac7ee.png;;text;/upload/iblock/adc/adc909a68195440c3b26324eea0843da.png;;text;zaponki_iz_krasnogo_zolota;500;;9438506;;;;Запонки;Красное золото;;585;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Запонки
1688;Запонки из красного золота с фианитами;1865;Y;;;/upload/iblock/dc3/dc300e839521c2b08f08829e72997c31.jpg;;text;/upload/iblock/910/910bc1c77e84ddea0520fe6deec66b86.jpg;;text;zaponki_iz_krasnogo_zolota_s_fianitami;500;;160037;;;;Запонки;Красное золото;;585;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Запонки
1689;Подвеска детская из розового золота с эмалью и фианитами;1866;Y;;;/upload/iblock/74d/74dc994c65f83b1f940f0edb406184ef.jpg;;text;/upload/iblock/7f5/7f5fe739b0166a458f5a070c9d847ee5.jpg;;text;podveska_detskaya_iz_rozovogo_zolota_s_emalyu_i_fianitami;500;;000029;;;;Подвески;Розовое золото;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Подвески
1704;Подвеска детская из белого и желтого золота с фианитом;1867;Y;;;/upload/iblock/8c8/8c855f0abb3139fc9a09c39a51279038.jpg;;text;/upload/iblock/85f/85f08694b31a239bfcb8e7388b7d8031.jpg;;text;podveska_detskaya_iz_belogo_i_zheltogo_zolota_s_fianitom;500;;000030;;;;Подвески;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Подвески
1704;Подвеска детская из белого и желтого золота с фианитом;1867;Y;;;/upload/iblock/8c8/8c855f0abb3139fc9a09c39a51279038.jpg;;text;/upload/iblock/85f/85f08694b31a239bfcb8e7388b7d8031.jpg;;text;podveska_detskaya_iz_belogo_i_zheltogo_zolota_s_fianitom;500;;000030;;;;Подвески;Белое золото;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Подвески
1720;Мужская печатка из красного золота с фианитами;1868;Y;;;/upload/iblock/972/9720cc6082ecc0a578d45dfabd296c57.jpg;;text;/upload/iblock/bdf/bdf6538ad99b74ddcf855c55f1228af6.jpg;;text;muzhska_pechatka_iz_krasnogo_zolota_s_fianitami;500;;0500076;;;;Кольца;Красное золото;;585;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Печатки
1721;Подвеска детская из серербра с эмалью;1869;Y;;;/upload/iblock/e02/e027d3b7bce21bfbdecc7e0b134d0873.jpg;;text;/upload/iblock/ba3/ba39925e43f2883b5c240c06023db210.jpg;;text;podveska_detskaya_iz_sererbra_s_emalyu;500;;000031;;;;Подвески;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Для детей;Подвески
1725;Перстень из красного золота с фианитом;1870;Y;;;/upload/iblock/739/739e15e4149ae1155e87989988a9dd59.jpg;;text;/upload/iblock/65e/65ec74508c50df3122ba588ba28db962.jpg;;text;persten_iz_krasnogo_zolota_s_fianitom;500;;0500045;;;;Кольца;Красное золото;;585;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Перстни
1728;Перстень из красного золота со вставкой из эмали;1871;Y;;;/upload/iblock/4b6/4b6636ae81cea9b0f8ac52a756ab512e.jpg;;text;/upload/iblock/42b/42bb889daa4cc20fe9cea2b8355831da.jpg;;text;persten_iz_krasnogo_zolota_so_vstavkoy_iz_emali;500;;500066;;;;Кольца;Красное золото;;585;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Перстни
1729;Подвеска детская из желтого золота с драгоценными камнями;1872;Y;;;/upload/iblock/d07/d071abe674fe4676141dd4d581ceff55.JPG;;text;/upload/iblock/8dc/8dce8d78cf23369eb9fe1ddf34f8f841.JPG;;text;podveska_detskaya_iz_zolota_s_dragotsennymi_kamnyami;500;;000033;;;;Подвески;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Подвески
1751;Серебряный перстень с фианитом;1873;Y;;;/upload/iblock/34d/34dad36de0b8c11daf6a1b3f4f7deb1b.jpg;;text;/upload/iblock/ebc/ebcf0906de607a3899563b16738e13e0.jpg;;text;serebryanyy_persten_s_fianitom;500;;94011388;;да;;Кольца;Серебро;3.2000;875;;;;;;;;;;1.0000;4.0000;Ювелирные изделия;Для мужчин;Перстни
1752;Серьги детские из желтого золота с жемчугом;1874;Y;;;/upload/iblock/898/8989e7c5a6a1417d0c202d36ede0114d.jpg;;text;/upload/iblock/916/9161d5be2d0e330538cab29383f32303.jpg;;text;sergi_detskie_iz_zheltogo_zolota_s_zhemchugom;500;;000035;;;;Серьги;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Серьги
1752;Серьги детские из желтого золота с жемчугом;1874;Y;;;/upload/iblock/898/8989e7c5a6a1417d0c202d36ede0114d.jpg;;text;/upload/iblock/916/9161d5be2d0e330538cab29383f32303.jpg;;text;sergi_detskie_iz_zheltogo_zolota_s_zhemchugom;500;;000035;;;;Серьги;Керамика;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Серьги
1759;Печатка из серебра с гравировкой;1875;Y;;;/upload/iblock/1dc/1dcd93de12a39f155c5bf1998acc3355.jpg;;text;/upload/iblock/7d5/7d5f4d650a2ca7d34109581049d9cf21.jpg;;text;pechatka_iz_serebra_s_gravirovkoy;500;;94011507;;;;Кольца;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Печатки
1760;Серьги детские из белого золота с драгоценными камнями;1876;Y;;;/upload/iblock/58c/58cd6dd8ceefd50505fe1a2e9a381954.jpg;;text;/upload/iblock/bab/bab626af8261e06ab663b16574dec0f3.jpg;;text;sergi_detskie_iz_belogo_zolota_s_dragotsennymi_kamnyami;500;;000038;;;;Серьги;Белое золото;;875;;;;;;;;;;;;Ювелирные изделия;Для детей;Серьги
1783;Серебряный перстень с ониксом;1877;Y;;;/upload/iblock/1c0/1c0a1283e471ee1c792a5511b7873eb6.jpg;;text;/upload/iblock/3ee/3ee3b182e2ade84001bed8ec85948369.jpg;;text;serebryanyy_persten_s_oniksom;500;;94010961;;;;Кольца;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Перстни
1787;Печатка из серебра с эмалью с фианитами;1878;Y;;;/upload/iblock/2cc/2cc4a635a009f0e3d3b4e8bd7d75f0e5.jpg;;text;/upload/iblock/aa6/aa6ca397dd3ea5ae1d2ec5439ad4922a.jpg;;text;pechatka_iz_serebra_s_emalyu_s_fianitami;500;; 94011391;;;;Кольца;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Для мужчин;Печатки
1790;Печатка из серебра с ониксом;1879;Y;;;/upload/iblock/d18/d18747b895b303d36265cb94085a94ed.jpg;;text;/upload/iblock/1dd/1dd0cbeb54bf9d7ea9f1c41ead4be487.jpg;;text;pechatka_iz_serebra_s_oniksom;500;;94010962;;;;Кольца;Серебро;3.1900;585;;;;;;;;;;2.0000;7.0000;Ювелирные изделия;Для мужчин;Печатки
1791;Серьги детские из желтого золота с фанитами;1880;Y;;;/upload/iblock/e3b/e3ba84e8b4a2fdc5286cff5fb901a601.jpg;;text;/upload/iblock/5bd/5bdea0d8a9aab216d4bdff00660cabc7.jpg;;text;sergi_detskie_iz_zheltogo_zolota_s_fanitami;500;;000039;да;;;Серьги;Желтое золото;;875;;;;;;;;;;;;Ювелирные изделия;Для детей;Серьги
1797;Серьги детские из серебра с керамикой;1881;Y;;;/upload/iblock/75f/75fb0cff8d4a0a65021241df8fe59e73.jpg;;text;/upload/iblock/a77/a7746ddf2ce0a87da48d6f5f9b910d0a.jpg;;text;sergi_detskie_iz_serebra_s_keramikoy;500;;000040;;;;Серьги;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Для детей;Серьги
1797;Серьги детские из серебра с керамикой;1881;Y;;;/upload/iblock/75f/75fb0cff8d4a0a65021241df8fe59e73.jpg;;text;/upload/iblock/a77/a7746ddf2ce0a87da48d6f5f9b910d0a.jpg;;text;sergi_detskie_iz_serebra_s_keramikoy;500;;000040;;;;Серьги;Керамика;;875;;;;;;;;;;;;Ювелирные изделия;Для детей;Серьги
1802;Брошь из золота с фианитами;1882;Y;;;/upload/iblock/d9e/d9eac204202496b01bf53c69036f5f0a.jpg;;text;/upload/iblock/e52/e52b7705e79bff1d2ae05d3abcc2c1a0.jpg;;text;brosh_iz_zolota_s_fianitami;500;;040175;;;;Броши;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Другое;Броши
1802;Брошь из золота с фианитами;1882;Y;;;/upload/iblock/d9e/d9eac204202496b01bf53c69036f5f0a.jpg;;text;/upload/iblock/e52/e52b7705e79bff1d2ae05d3abcc2c1a0.jpg;;text;brosh_iz_zolota_s_fianitami;500;;040175;;;;Броши;Белое золото;;585;;;;;;;;;;;;Ювелирные изделия;Другое;Броши
1804;Брошь из красного золота с фианитами;1883;Y;;;/upload/iblock/b33/b33750142b974ab361cce4bc5bd910f6.jpg;;text;/upload/iblock/536/53608bdc357b0fbf0e894e183c4ac4da.jpg;;text;brosh_iz_krasnogo_zolota_s_fianitami;500;;2700002;;;;Броши;Красное золото;;585;;;;;;;;;;;;Ювелирные изделия;Другое;Броши
1805;Серьги детские из желтого золота с драгоценными камнями;1884;Y;;;/upload/iblock/931/93199dbb2b412d29a831e45aa8c4c1b8.jpg;;text;/upload/iblock/da7/da7d3285d17df2fb8460a75f351f1038.jpg;;text;sergi_detskie_iz_zheltogo_zolota_s_dragotsennymi_kamnyami;500;;000041;;;;Серьги;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Серьги
1823;Брошь из белого золота с сапфирами и бриллиантами;1885;Y;;;/upload/iblock/f57/f5741404fd9ea2aa3acb15359073b732.jpg;;text;/upload/iblock/c65/c653a642e0200c65edb546ad3a937e22.jpg;;text;brosh_iz_belogo_zolota_s_sapfirami_i_brilliantami;500;;400301;;;;Броши;Белое золото;;585;;;;;;;;;;;;Ювелирные изделия;Другое;Броши
1828;Брошь из золота с разними камнями;1886;Y;;;/upload/iblock/159/159882420ae6a58674cae14d1c3da84a.png;;text;/upload/iblock/a44/a44fad69aa423217280eeeed9e106a64.png;;text;brosh_iz_zolota_s_raznimi_kamnyami;500;;6420151;;;;Броши;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Другое;Броши
1828;Брошь из золота с разними камнями;1886;Y;;;/upload/iblock/159/159882420ae6a58674cae14d1c3da84a.png;;text;/upload/iblock/a44/a44fad69aa423217280eeeed9e106a64.png;;text;brosh_iz_zolota_s_raznimi_kamnyami;500;;6420151;;;;Броши;Белое золото;;585;;;;;;;;;;;;Ювелирные изделия;Другое;Броши
1831;Брошь из белого золота с бриллиантами и цитрином;1887;Y;;;/upload/iblock/2a2/2a2d5cea80eedc0e866ab60ff02bcc63.jpg;;text;/upload/iblock/c7b/c7b111cb0b125446fd7125b59a4271d9.jpg;;text;brosh_iz_belogo_zolota_s_brilliantami_i_tsitrinom;500;;30130171;;;;Броши;Белое золото;;585;;;;;;;;;;;;Ювелирные изделия;Другое;Броши
1832;Часы детские из серебра с керамикой;1888;Y;;;/upload/iblock/df7/df7516f4c5675adb4f5f132fdcbd374f.jpg;;text;/upload/iblock/ab5/ab5ad516045214e517c639e43a7d87d7.jpg;;text;chasy_detskie_iz_serebra_s_keramikoy;500;;000042;;;;Часы;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Для детей;Часы
1832;Часы детские из серебра с керамикой;1888;Y;;;/upload/iblock/df7/df7516f4c5675adb4f5f132fdcbd374f.jpg;;text;/upload/iblock/ab5/ab5ad516045214e517c639e43a7d87d7.jpg;;text;chasy_detskie_iz_serebra_s_keramikoy;500;;000042;;;;Часы;Керамика;;875;;;;;;;;;;;;Ювелирные изделия;Для детей;Часы
1835;Пирсинг в пупок из золота с топазами;1889;Y;;;/upload/iblock/bc3/bc3065f39eedd424ce03ee115c7f1aac.jpg;;text;/upload/iblock/e9a/e9a8e272c236864f0ef7339fdcb80f91.jpg;;text;pirsing_v_pupok_iz_zolota_s_topazami;500;;760046;;;;Пирсинг;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Другое;Пирсинг
1835;Пирсинг в пупок из золота с топазами;1889;Y;;;/upload/iblock/bc3/bc3065f39eedd424ce03ee115c7f1aac.jpg;;text;/upload/iblock/e9a/e9a8e272c236864f0ef7339fdcb80f91.jpg;;text;pirsing_v_pupok_iz_zolota_s_topazami;500;;760046;;;;Пирсинг;Белое золото;;585;;;;;;;;;;;;Ювелирные изделия;Другое;Пирсинг
1836;Часы детские из желтого золота с керамикой;1890;Y;;;/upload/iblock/7cc/7ccb29a08a08828e233c2caa81cc2a49.jpg;;text;/upload/iblock/116/11631e057983be55533e4144a685eef3.jpg;;text;chasy_detskie_iz_zheltogo_zolota_s_keramikoy;500;;000043;;;;Часы;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Часы
1836;Часы детские из желтого золота с керамикой;1890;Y;;;/upload/iblock/7cc/7ccb29a08a08828e233c2caa81cc2a49.jpg;;text;/upload/iblock/116/11631e057983be55533e4144a685eef3.jpg;;text;chasy_detskie_iz_zheltogo_zolota_s_keramikoy;500;;000043;;;;Часы;Керамика;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Часы
1837;Часы детские из желтого золота с эмалью и фианитами;1891;Y;;;/upload/iblock/bf8/bf880f6e3f18dbf5a8c85fd53e745e59.jpg;;text;/upload/iblock/fdd/fdd46be3865083dcb55c3cf42294c461.jpg;;text;chasy_detskie_iz_zheltogo_zolota_s_emalyu_i_fianitami;500;;;;;;Часы;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Часы
1856;Пирсинг из красного золота с фианитами;1892;Y;;;/upload/iblock/951/95133b7035d5fc6fcc97d15064481194.jpg;;text;/upload/iblock/303/303c3088042c92f64034dcd456b6b0a8.jpg;;text;pirsing_iz_krasnogo_zolota_s_fianitami;500;;260742;;;;Пирсинг;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Другое;Пирсинг
1857;Часы детские из желтого золота с фианитами;1893;Y;;;/upload/iblock/ac6/ac60695891059621c6a3db375ee92a52.jpg;;text;/upload/iblock/9c4/9c45863a2e39f4a647a0200a9b0a4250.jpg;;text;chasy_detskie_iz_zheltogo_zolota_s_fiaitami1;500;;000045;да;;;Часы;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Часы
1876;Часы детские позолоченные с эмалью;1894;Y;;;/upload/iblock/d43/d4320aabf908a190631022e40fa4e740.jpg;;text;/upload/iblock/08d/08d1afbc1221d777f8b39b86eee9ff3b.jpg;;text;chasy_detskie_pozolochennye_s_emalyu;500;;000048;;;;Часы;Золоченое серебро;;585;;;;;;;;;;;;Ювелирные изделия;Для детей;Часы
1878;Цепь из желтого золота;1895;Y;;;/upload/iblock/df4/df4c6aa00e7a5d438e5225a0a06ec849.jpg;;text;/upload/iblock/0c6/0c602e856f2931c1c26b21fb978d0646.jpg;;text;tsep_iz_zheltogo_zolota;500;;000050;;;;Цепи;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Цепи;
1879;Цепь из розового золота;1896;Y;;;/upload/iblock/456/456731ac35f04952f92c958e7692100d.png;;text;/upload/iblock/8ff/8ff01d90ada3f09b4eaa31c5c3f50113.png;;text;tsep_iz_rozovogo_zolota;500;;000052;;;;Цепи;Розовое золото;;585;;;;;;;;;;;;Ювелирные изделия;Цепи;
1880;Цепь из белого золота;1897;Y;;;/upload/iblock/bfc/bfc77a8f20ba4e493d158e23bdf94bcc.jpg;;text;/upload/iblock/456/456b0ae8f3b38228955b1a6039934ce7.jpg;;text;tsep_iz_belogo_zolota;500;;000054;;;;Цепи;Белое золото;;585;;;;;;;;;;;;Ювелирные изделия;Цепи;
1881;Цепь из серебра;1898;Y;;;/upload/iblock/a28/a28c31f4b7b6a65bbff2a71b40c57007.jpg;;text;/upload/iblock/f07/f07032ef2cb7325b12aab7da218af808.jpg;;text;tsep_iz_serebra;500;;000055;;;;Цепи;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Цепи;
1883;Пирсинг из золота с фианитами;1899;Y;;;/upload/iblock/6b6/6b68827531f9c2a89acf55a9dbf22ac4.jpg;;text;/upload/iblock/778/778f6dfe6725e37a5f99bea4e628b0c5.jpg;;text;pirsing_iz_zolota_s_fianitami;500;;06000;;;;Пирсинг;Желтое золото;3.3000;825;;;;;;;;;;1.0000;5.0000;Ювелирные изделия;Другое;Пирсинг
1884;Цепь из белого и желтого золота;1900;Y;;;/upload/iblock/6df/6df9bc867870eb9e9992c2ac514e363e.jpg;;text;/upload/iblock/071/07195d4a999f23fa359b86bd94fc6c5c.jpg;;text;tsep_iz_belogo_i_zheltogo_zolota;500;;000056;;;;Цепи;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Цепи;
1884;Цепь из белого и желтого золота;1900;Y;;;/upload/iblock/6df/6df9bc867870eb9e9992c2ac514e363e.jpg;;text;/upload/iblock/071/07195d4a999f23fa359b86bd94fc6c5c.jpg;;text;tsep_iz_belogo_i_zheltogo_zolota;500;;000056;;;;Цепи;Белое золото;;585;;;;;;;;;;;;Ювелирные изделия;Цепи;
1887;Пирсинг из золота с фианитом;1901;Y;;;/upload/iblock/afb/afb65ec52abade4e72d674fa13ff7fee.jpg;;text;/upload/iblock/a03/a034b734d422ee39a1ae02b653ded743.jpg;;text;pirsing_iz_zolota_s_fianitom;500;;06000;;;;Пирсинг;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Другое;Пирсинг
1888;Часы карманные из серебра с эмалью;1902;Y;;;/upload/iblock/8f2/8f295998944cc1ef3fbf6b4f4d5e1d68.jpg;;text;/upload/iblock/f04/f04bd4e6f6cda9768041c0c39b6be4ac.jpg;;text;chasy_karmannye_iz_serebra_s_emalyu;500;;000057;;;;Часы;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Часы;Карманные
1890;Часы карманные из желтого золота с эмалью;1903;Y;;;/upload/iblock/996/9962bacd447f73aad4df8adf208c02cc.jpg;;text;/upload/iblock/d89/d89a1f8162534c59b16edcf2a4b3917c.jpg;;text;chasy_karmannye_iz_zheltogo_zolota_s_emalyu;500;;000058;;;;Часы;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Часы;Карманные
1893;Серебряная ложка;1904;Y;;;/upload/iblock/b22/b22d908e542b87f77e0cdd19a632627e.jpg;;text;/upload/iblock/b87/b87bc2db090801aab455d3d242140f80.jpg;;text;serebryanaya_lozhka;500;;1230033;;;;Столовое серебро;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Другое;Столовое серебро
1894;Часы карманные из розового золота;1905;Y;;;/upload/iblock/e2d/e2d05c786170bc293268b27a6f6bdeb0.jpg;;text;/upload/iblock/f3d/f3d2c11b82913354f917f094902dee85.jpg;;text;chasy_karmannye_iz_rozovogo_zolota;500;;00059;;да;;Часы;Розовое золото;;585;;;;;;;;;;;;Ювелирные изделия;Часы;Карманные
1897;Ложка из серебра с эмалью;1906;Y;;;/upload/iblock/9df/9df124e6c4034b35856a3bd028bd040c.jpg;;text;/upload/iblock/e6f/e6f4308939c9ccb6ec23e1adb6b2b235.jpg;;text;lozhka_iz_serebra_s_emalyu;500;;91230063;;;;Столовое серебро;Серебро;;875;;;;;;;;;;;;Ювелирные изделия;Другое;Столовое серебро
1898;Часы карманные из белого и желтого золота с эмалью;1907;Y;;;/upload/iblock/780/7801196eb32cf6073486ccea3a1f8c9d.jpg;;text;/upload/iblock/9b5/9b510f14e4cb2870771d2ce486ded7c2.jpg;;text;chasy_karmannye_iz_belogo_i_zheltogo_zolota_s_emalyu;500;;000060;;;;Часы;Желтое золото;;585;;;;;;;;;;;;Ювелирные изделия;Часы;Карманные
1898;Часы карманные из белого и желтого золота с эмалью;1907;Y;;;/upload/iblock/780/7801196eb32cf6073486ccea3a1f8c9d.jpg;;text;/upload/iblock/9b5/9b510f14e4cb2870771d2ce486ded7c2.jpg;;text;chasy_karmannye_iz_belogo_i_zheltogo_zolota_s_emalyu;500;;000060;;;;Часы;Белое золото;;585;;;;;;;;;;;;Ювелирные изделия;Часы;Карманные
1901;Часы карманные из белого золота с эмалью;1908;Y;;;/upload/iblock/59c/59cc35bdacd4c614d066fe858293f9eb.png;;text;/upload/iblock/00f/00ff4e7375ebbc3ca90e6a8d49a56883.png;;text;chasy_karmannye_iz_belogo_zolota_s_emalyu;500;;00061;;;;Часы;Белое золото;;585;;;;;;;;;;;;Ювелирные изделия;Часы;Карманные
